Geneid	SRR35308233	SRR35308234	SRR35308235	SRR35308236	SRR35308237	SRR35308238	SRR35308239	SRR35308240	SRR35308241	SRR35308242	SRR35308243	SRR35308244
M8Y62_12995	3055	3664	3496	1772	1728	1661	5767	4552	4251	919	1142	1426
M8Y62_13000	2440	2935	2888	1295	1335	1367	4746	3710	3504	639	743	1253
M8Y62_13005	101	125	99	87	92	97	298	161	171	67	95	81
M8Y62_13010	241	260	270	363	380	368	629	461	443	620	652	254
M8Y62_13015	53	51	50	14	16	18	146	81	51	11	23	12
M8Y62_13020	49	41	41	17	12	16	74	50	53	21	8	6
M8Y62_13025	31	22	27	18	24	19	50	30	47	18	19	45
M8Y62_13035	35	29	16	26	17	35	83	42	44	21	31	153
M8Y62_13040	55	35	31	19	26	16	81	52	65	29	18	12
M8Y62_13045	208	232	226	175	176	170	404	291	277	164	186	142
M8Y62_13050	59	54	40	52	81	69	62	52	70	90	114	101
M8Y62_13055	39	48	52	72	116	107	102	72	49	149	164	176
M8Y62_13060	53	60	63	32	36	34	74	68	41	46	34	26
M8Y62_13065	86	84	86	45	57	57	163	108	88	56	63	51
M8Y62_13070	16	13	20	33	46	39	31	26	19	77	63	39
M8Y62_13075	23	39	27	64	72	65	45	30	45	134	141	120
M8Y62_13085	102	108	109	74	70	79	242	156	137	53	60	52
M8Y62_13090	42	39	52	23	23	25	106	73	37	10	22	13
M8Y62_13095	19	7	15	9	9	4	41	22	35	4	6	5
M8Y62_13100	9	16	6	3	1	7	30	24	20	0	7	7
M8Y62_13105	0	0	0	0	0	0	0	0	0	0	0	0
M8Y62_13110	182	213	291	1302	1704	1876	261	214	149	2163	2436	3463
M8Y62_13120	5	5	4	5	3	3	5	7	7	4	4	2
M8Y62_13125	20	10	16	7	15	5	31	20	16	5	1	1
M8Y62_13130	2	0	3	0	0	0	2	1	0	0	0	1
M8Y62_13135	13	19	9	6	7	11	49	32	26	8	5	6
M8Y62_13140	72	37	44	52	32	64	102	77	87	26	32	35
M8Y62_13145	47	68	52	32	45	47	150	81	94	34	34	40
M8Y62_13150	16	15	22	10	4	11	47	40	35	4	2	2
M8Y62_13155	12	14	12	7	4	6	29	13	10	0	5	0
M8Y62_13160	28	36	36	29	32	29	106	76	65	27	26	6
M8Y62_13165	71	86	87	106	91	101	187	130	117	54	67	44
M8Y62_13170	52	58	41	40	53	48	114	76	96	18	37	27
M8Y62_13175	26	28	18	20	19	14	52	35	26	17	9	5
M8Y62_13180	46	33	35	20	36	40	81	60	77	18	35	21
M8Y62_13185	4447	5599	6600	7230	7930	7940	4003	2789	1820	6403	6277	5319
M8Y62_13190	305	325	357	316	343	346	711	578	507	222	286	211
M8Y62_13195	582	671	696	882	835	922	1021	868	610	582	685	461
M8Y62_13200	358	340	296	141	169	170	639	489	437	138	174	132
M8Y62_13205	823	854	814	958	941	1057	1271	1050	1065	739	835	685
M8Y62_13210	2228	2424	2412	4630	5208	5026	2754	2292	2390	5243	5723	6015
M8Y62_13215	208	221	175	142	153	211	256	197	166	121	152	154
M8Y62_13220	53	44	37	41	46	43	90	61	47	50	64	44
M8Y62_13225	115	137	103	89	113	115	209	184	185	86	81	75
M8Y62_13230	69	66	70	15	35	34	172	119	121	28	48	18
M8Y62_13240	206	226	219	254	297	267	516	319	308	344	412	311
M8Y62_13245	16	12	7	3	5	8	36	26	27	16	21	15
M8Y62_13250	4	3	5	10	8	1	21	14	12	21	14	3
M8Y62_13255	67	66	69	47	50	77	199	134	103	149	128	41
M8Y62_13260	24	40	45	88	90	109	69	30	63	267	328	152
M8Y62_13265	13	15	11	44	31	34	39	31	20	119	152	90
M8Y62_13270	20	13	17	40	53	44	38	16	8	175	216	143
M8Y62_13275	63	57	40	74	103	113	72	40	47	271	332	246
M8Y62_13280	118	129	119	78	126	126	287	144	127	120	152	124
M8Y62_13285	70	60	64	46	67	57	199	88	79	87	97	62
M8Y62_13290	113	118	106	214	178	176	257	167	170	252	247	147
M8Y62_13295	110	128	124	156	155	140	300	166	210	172	185	120
M8Y62_13300	78	72	54	49	48	43	90	64	59	40	60	35
M8Y62_13305	60	58	83	50	55	41	124	86	77	44	55	37
M8Y62_13310	31	59	48	29	32	21	112	80	43	31	20	25
M8Y62_13315	44	44	33	60	46	33	113	68	47	50	41	27
M8Y62_13320	27	34	24	18	24	22	69	31	34	22	11	25
M8Y62_13325	21	26	25	20	22	15	56	61	32	13	21	37
M8Y62_13330	28	43	32	24	34	42	67	65	63	29	47	56
M8Y62_13335	110	115	101	119	154	166	258	168	143	180	179	151
M8Y62_13340	124	105	93	37	34	51	243	82	85	75	106	102
M8Y62_13345	47	27	22	11	19	22	59	16	30	34	26	45
M8Y62_13350	25	38	22	20	18	8	55	21	27	20	20	11
M8Y62_13365	8171	10354	12026	41191	44227	38574	11450	9013	7686	56099	58905	35879
M8Y62_13370	193	209	181	137	130	111	397	279	333	130	116	68
M8Y62_13375	395	416	412	106	130	116	1132	763	803	86	70	86
M8Y62_13380	663	721	788	181	213	173	1477	1031	1000	154	179	108
M8Y62_13385	286	313	327	134	141	131	610	445	406	187	175	98
M8Y62_13390	42	47	51	25	32	23	87	58	43	50	31	28
M8Y62_13400	105	132	132	125	147	160	315	215	276	230	240	164
M8Y62_13405	103	89	112	81	74	72	253	175	179	62	79	68
M8Y62_13410	69	75	94	50	36	35	125	75	87	56	62	59
M8Y62_13415	32	18	34	24	25	26	25	16	24	25	30	23
M8Y62_13420	6	3	5	5	6	3	15	8	7	10	23	6
M8Y62_13425	8	15	20	13	14	27	31	18	14	40	41	31
M8Y62_13430	36	50	46	26	29	24	81	53	36	30	43	44
M8Y62_13435	12	14	10	29	14	26	46	22	10	28	40	45
M8Y62_13440	40	34	32	27	30	31	64	50	44	14	24	43
M8Y62_13445	44	31	37	25	17	23	125	81	61	22	21	42
M8Y62_13450	11	11	21	9	10	8	24	17	20	5	6	8
M8Y62_13455	52	55	51	22	33	20	105	85	60	17	27	29
M8Y62_13460	35	32	25	16	19	21	39	26	27	19	10	13
M8Y62_13465	9	9	13	18	9	4	34	17	17	11	10	8
M8Y62_13470	28	25	17	21	22	16	50	44	25	8	16	13
M8Y62_13475	35	37	29	32	33	30	65	46	49	22	10	12
M8Y62_13480	86	86	75	52	48	50	183	134	125	24	36	13
M8Y62_13485	134	156	134	121	97	144	518	380	334	74	82	81
M8Y62_13490	140	168	140	159	208	166	465	300	313	160	143	105
M8Y62_13495	23	38	22	11	14	12	102	53	46	8	7	5
M8Y62_13500	30	18	18	13	7	19	154	70	48	4	7	11
M8Y62_13505	67	85	57	24	44	19	163	86	107	29	34	19
M8Y62_13510	121	137	138	355	350	283	333	195	193	425	492	116
M8Y62_13515	1592	1559	2056	4861	5196	5420	2117	1736	2571	5927	6529	4117
M8Y62_13520	463	482	716	1922	1941	2045	326	369	574	3390	3805	2286
M8Y62_13525	26	21	23	23	30	27	22	19	33	43	45	13
M8Y62_13530	9	12	10	5	4	7	11	8	20	6	15	8
M8Y62_13535	43	56	63	37	37	46	221	128	130	33	38	31
M8Y62_13540	348	420	433	497	536	511	1007	850	657	516	547	373
M8Y62_13545	21	21	16	48	51	51	49	29	47	76	87	57
M8Y62_13550	12	10	10	7	13	11	34	28	20	20	21	10
M8Y62_13555	171	209	189	173	229	228	558	384	420	202	207	164
M8Y62_13560	180	162	184	128	120	137	189	162	135	148	145	134
M8Y62_13565	13	7	3	3	1	1	13	13	17	1	4	1
M8Y62_13570	1	4	5	0	2	6	2	2	4	3	3	2
M8Y62_13575	32	26	23	20	29	20	67	38	32	15	22	15
M8Y62_13580	15	26	13	6	11	5	58	44	34	1	10	1
M8Y62_13585	241	270	294	256	252	324	707	499	433	220	232	168
M8Y62_13590	78	84	67	30	23	29	278	147	163	16	28	25
M8Y62_13595	41	23	38	19	18	18	89	44	51	26	17	33
M8Y62_13600	7	2	10	6	4	5	19	20	16	6	7	4
M8Y62_13605	5	3	11	1	6	3	31	19	23	6	6	5
M8Y62_13610	38	48	23	18	19	29	81	46	64	19	27	28
M8Y62_13615	10	9	16	20	19	14	22	18	18	13	6	22
M8Y62_13620	61	61	55	65	81	105	88	66	64	58	69	124
M8Y62_13625	5	19	22	18	14	22	40	25	19	11	15	14
M8Y62_13630	5	7	13	7	9	8	19	22	27	5	14	17
M8Y62_13635	9	9	10	3	4	5	37	17	6	6	7	4
M8Y62_13640	42	55	51	30	34	42	134	91	113	20	25	33
M8Y62_13645	13	9	9	5	6	8	46	35	28	9	11	4
M8Y62_13650	20	23	24	9	11	14	38	43	39	35	21	11
M8Y62_13660	11	18	13	8	10	8	45	24	20	6	7	9
M8Y62_13665	8	8	18	6	5	5	30	20	16	6	10	4
M8Y62_13670	10	13	11	6	5	3	27	19	12	1	2	2
M8Y62_13675	81	71	72	60	48	87	204	150	139	53	55	98
M8Y62_13680	176	192	192	227	271	333	468	312	322	220	281	557
M8Y62_13685	123	156	142	83	78	108	320	202	185	48	66	36
M8Y62_13690	40	45	39	15	11	23	113	90	62	8	16	8
M8Y62_13695	47	63	68	53	62	61	102	71	66	39	35	55
M8Y62_13700	74	57	62	24	31	41	145	93	108	33	31	19
M8Y62_13705	206	178	167	148	165	154	365	254	251	176	205	202
M8Y62_13710	131	123	127	212	200	256	278	227	173	198	155	107
M8Y62_13715	15	31	18	22	17	23	62	36	42	33	34	29
M8Y62_13720	62	69	51	8	12	23	99	48	55	9	6	3
M8Y62_13725	16	11	11	25	15	27	26	17	14	43	36	31
M8Y62_13730	0	0	0	0	0	0	1	2	1	1	0	0
M8Y62_13735	11	14	12	11	16	15	38	25	20	15	22	4
M8Y62_13745	243	286	231	152	148	156	484	290	285	282	327	250
M8Y62_13750	454	449	372	175	180	182	795	546	499	140	162	71
M8Y62_13755	31	40	32	5	16	14	86	62	53	12	16	9
M8Y62_13760	391	433	470	438	523	533	1025	740	712	358	387	321
M8Y62_13765	12	14	19	13	13	19	71	55	51	21	21	7
M8Y62_13770	63	102	126	132	116	112	304	235	186	105	113	22
M8Y62_13775	148	262	422	2196	1280	1177	1348	1004	881	962	954	169
M8Y62_13780	72	90	89	106	96	96	180	156	119	44	47	50
M8Y62_13785	46	35	39	34	36	35	69	73	38	28	25	25
M8Y62_13790	83	79	67	61	70	92	331	251	258	100	98	123
M8Y62_13795	116	176	136	88	118	111	350	259	259	150	162	111
M8Y62_13800	60	90	68	54	44	48	215	123	139	60	56	53
M8Y62_13805	41	58	49	23	16	19	116	74	56	14	9	12
M8Y62_13810	85	91	67	16	13	16	163	110	68	7	9	12
M8Y62_13815	391	438	422	202	176	139	522	359	346	65	94	42
M8Y62_13820	66	63	51	20	9	11	100	76	77	15	17	17
M8Y62_13825	43	38	39	27	27	39	98	53	72	32	24	25
M8Y62_13830	486	522	507	1171	1268	1354	761	563	608	1046	1091	1186
M8Y62_13835	229	235	286	115	110	122	389	317	235	101	145	50
M8Y62_13840	216	234	232	125	145	113	358	265	215	114	134	90
M8Y62_13845	41	33	26	13	22	22	42	25	32	18	19	15
M8Y62_13850	133	134	129	35	40	32	853	664	641	51	66	31
M8Y62_13855	102	72	120	16	21	25	560	443	482	21	28	20
M8Y62_13860	144	148	120	26	22	35	436	304	294	13	19	24
M8Y62_13865	67	73	75	214	253	251	209	161	182	181	235	200
M8Y62_13870	142	182	163	201	227	225	287	226	235	161	152	140
M8Y62_13875	48	50	54	42	47	54	101	69	75	28	25	17
M8Y62_13880	15	8	12	10	12	8	30	24	30	15	14	9
M8Y62_13885	10	6	16	6	10	7	12	15	19	4	8	6
M8Y62_13890	11	7	16	6	7	7	19	15	16	6	9	4
M8Y62_13895	6	3	3	3	1	6	22	8	12	1	4	3
M8Y62_13900	19	15	14	15	16	21	37	31	48	15	11	8
M8Y62_13905	38	39	41	58	38	48	78	45	39	24	43	19
M8Y62_13910	10	7	10	10	8	9	24	29	23	9	5	8
M8Y62_13915	85	90	94	107	84	102	279	194	168	59	69	61
M8Y62_13920	302	360	332	297	274	251	441	278	360	362	320	339
M8Y62_13925	150	133	138	132	133	136	293	194	219	170	185	168
M8Y62_13930	58	72	68	40	40	37	139	98	97	36	32	31
M8Y62_13935	77	76	79	21	24	25	208	145	124	15	23	14
M8Y62_13940	56	61	53	27	29	49	147	97	70	36	33	31
M8Y62_13945	90	78	97	75	69	88	228	155	145	76	102	66
M8Y62_13950	57	60	69	39	37	47	113	86	92	41	44	22
M8Y62_13955	1928	2113	2186	3181	3348	3467	4950	3403	3448	2358	2565	2383
M8Y62_13960	501	597	536	513	547	584	2021	1474	1295	593	655	486
M8Y62_13965	95	122	102	16	28	18	292	182	158	21	9	5
M8Y62_13970	19	27	27	4	1	5	100	71	64	4	8	0
M8Y62_13975	22	14	24	16	17	9	77	56	34	7	14	8
M8Y62_13980	27	35	44	26	30	25	94	64	41	26	36	18
M8Y62_13985	115	123	110	84	67	73	210	156	145	50	66	55
M8Y62_13990	167	202	186	166	173	150	283	181	154	196	206	146
M8Y62_13995	10	1	3	1	2	2	4	1	2	5	0	1
M8Y62_14000	1217	1213	1288	785	980	1286	1682	1186	1126	865	863	543
M8Y62_14005	174	154	119	146	132	145	272	181	181	196	225	136
M8Y62_14010	439	590	774	1682	1229	767	987	509	526	874	577	223
M8Y62_14015	607	597	591	121	162	172	556	402	413	293	242	300
M8Y62_14020	8	15	14	1	5	4	28	10	14	8	8	1
M8Y62_14025	9	5	10	2	3	6	20	1	10	15	6	1
M8Y62_14030	0	1	2	1	0	0	2	0	1	1	0	0
M8Y62_14035	1	1	1	2	1	1	2	0	2	1	0	0
M8Y62_14040	145	165	176	527	487	398	335	245	195	645	805	319
M8Y62_14045	73	87	66	46	54	55	170	98	119	65	80	44
M8Y62_14050	38	36	42	33	42	40	47	57	33	59	85	56
M8Y62_14055	441	521	486	472	478	503	1425	1080	879	451	522	464
M8Y62_14060	865	780	761	1289	1511	1590	2001	1505	1591	1128	1215	1449
M8Y62_14065	381	411	552	376	357	432	1200	869	843	455	428	334
M8Y62_14070	2685	2415	2122	4748	5403	5118	7215	4952	7084	3154	2999	3861
M8Y62_14075	2130	2119	2029	2934	3475	3197	4857	3349	3338	2709	2557	857
M8Y62_14080	242	217	180	162	178	187	431	317	280	175	185	88
M8Y62_14085	65	74	60	40	67	39	112	85	82	71	55	42
M8Y62_14090	4869	4221	4057	4313	4735	5117	9610	7358	8611	3042	3626	3861
M8Y62_14095	350	382	337	284	295	359	974	775	679	215	238	165
M8Y62_14100	458	471	478	499	550	576	1203	819	861	580	654	509
M8Y62_14105	2066	2605	3457	4740	4516	5311	3991	2881	2643	2266	2538	1642
M8Y62_14110	4386	3952	3268	1398	1579	1530	3370	2500	1735	1251	1223	1078
M8Y62_14115	1267	1112	936	328	350	338	777	547	419	304	299	284
M8Y62_14120	1024	902	768	387	431	422	701	510	479	331	375	359
M8Y62_14125	1004	990	853	331	346	337	1029	701	559	173	187	168
M8Y62_14130	493	597	492	54	55	43	991	730	521	39	29	18
M8Y62_14135	1327	1521	1195	277	257	300	2896	2066	1765	478	556	433
M8Y62_14140	252	250	240	183	202	214	672	538	490	264	241	231
M8Y62_14145	181	197	206	88	84	87	380	299	200	82	69	37
M8Y62_14150	406	433	407	144	135	130	656	459	449	133	141	77
M8Y62_14155	28	18	13	67	65	34	44	17	38	58	65	65
M8Y62_14160	595	688	712	1160	1170	1430	1796	1279	1334	937	975	1129
M8Y62_14165	226	228	204	219	278	262	926	670	889	311	350	424
M8Y62_14170	1273	1123	929	444	579	558	1672	1213	1009	572	505	477
M8Y62_14175	281	262	224	34	31	33	354	248	185	38	53	25
M8Y62_14180	2610	2260	1934	77	97	116	2111	1463	1086	56	51	34
M8Y62_14185	6341	5498	4634	375	495	448	5770	3984	3165	512	450	299
M8Y62_14190	251	268	299	235	259	331	669	468	475	212	190	211
M8Y62_14195	91	117	147	156	162	169	198	155	112	109	145	98
M8Y62_14200	21	13	20	21	35	14	33	23	16	12	22	19
M8Y62_14205	5	6	9	15	10	9	8	11	4	2	6	1
M8Y62_14210	30	18	24	13	14	22	37	26	24	7	15	11
M8Y62_14215	29	32	36	24	39	46	78	42	41	19	24	27
M8Y62_14220	30	30	27	28	26	19	37	38	25	23	18	13
M8Y62_14225	44	40	48	32	40	28	83	68	68	27	26	25
M8Y62_14230	21	50	28	38	31	34	137	96	76	43	25	38
M8Y62_14235	236	245	284	212	246	241	486	352	357	212	285	169
M8Y62_14240	556	718	746	240	301	263	1626	1080	912	309	296	72
M8Y62_14245	5331	5587	5539	5666	6820	6547	9439	6617	5893	7844	8313	7943
M8Y62_14250	14	13	17	12	15	15	50	48	38	10	12	14
M8Y62_14255	536	614	599	464	507	513	1323	1005	911	422	482	283
M8Y62_14260	266	293	299	198	174	234	743	552	482	234	250	135
M8Y62_14265	216	282	306	161	178	165	1077	840	643	216	224	54
M8Y62_14270	1345	1836	1810	592	594	495	10806	7793	5803	624	645	140
M8Y62_14275	1083	1523	1485	321	369	258	5255	3856	2723	247	299	51
M8Y62_14280	2560	3325	2944	1053	1058	1136	6570	4589	3466	974	947	183
M8Y62_14285	54	82	100	66	55	62	169	136	122	47	78	31
M8Y62_14290	52	55	68	59	63	61	125	119	84	43	56	28
M8Y62_14295	92	116	132	117	115	126	280	196	184	74	94	51
M8Y62_14300	102	131	127	92	80	104	249	218	179	60	69	72
M8Y62_14305	157	170	210	145	161	202	389	291	239	107	159	109
M8Y62_14310	47	40	41	10	9	12	51	33	34	5	7	6
M8Y62_14315	51	62	36	10	15	28	123	66	62	14	9	25
M8Y62_14320	96	108	106	105	119	113	319	227	248	107	154	239
M8Y62_14325	232	314	244	250	231	280	619	450	518	167	224	216
M8Y62_14330	110	115	88	75	92	127	193	160	158	82	106	155
M8Y62_14335	42	57	56	21	29	19	178	151	170	14	19	27
M8Y62_14340	95	88	84	38	54	75	380	247	291	60	46	39
M8Y62_14345	103	122	128	130	99	118	400	279	228	93	93	35
M8Y62_14350	4	10	17	27	21	19	28	21	15	27	36	15
M8Y62_14355	100	108	131	95	117	102	274	203	194	126	117	92
M8Y62_14360	2250	2815	3073	1399	1289	1522	5309	3745	3822	737	790	511
M8Y62_14365	10858	11619	11430	8292	8677	8959	10507	7189	6297	7516	7468	5000
M8Y62_14370	488	555	508	136	136	148	507	373	352	141	157	85
M8Y62_14375	3942	4114	3807	2056	2289	2237	6658	4429	3778	1916	1979	1665
M8Y62_14380	2924	3538	3479	1949	2095	2097	8029	5451	4422	1713	1804	1239
M8Y62_14385	37	25	36	18	17	24	29	26	36	22	25	13
M8Y62_14390	932	1140	1221	1130	1323	1525	1925	1432	1356	939	1031	1015
M8Y62_14395	273	264	257	281	302	266	617	416	429	458	378	279
M8Y62_14400	159	202	222	174	185	230	408	323	285	164	150	111
M8Y62_14405	149	134	140	115	153	138	294	213	226	137	153	109
M8Y62_14410	414	465	369	274	308	298	723	572	520	306	312	200
M8Y62_14415	448	440	341	154	179	173	629	420	386	171	148	78
M8Y62_14420	660	756	650	243	244	273	906	621	589	207	259	151
M8Y62_14425	117	115	102	181	221	201	290	239	226	169	184	192
M8Y62_14430	124	165	172	175	170	180	537	396	363	123	141	212
M8Y62_14435	1884	1677	1619	1838	2399	2997	5152	3695	3859	2449	2533	5688
M8Y62_14440	1093	1274	1247	794	855	945	2538	1852	1771	642	657	740
M8Y62_14445	1025	989	904	480	555	758	2033	1441	1382	373	432	536
M8Y62_14450	418	395	405	227	221	259	1051	747	624	181	209	184
M8Y62_14455	118	115	146	38	43	44	573	326	300	33	34	33
M8Y62_14460	102	107	117	63	71	64	510	367	301	62	62	62
M8Y62_14465	105	120	107	126	124	129	303	225	247	85	129	90
M8Y62_14470	161	136	98	68	72	46	113	64	60	54	47	22
M8Y62_14475	50	51	47	60	70	70	144	80	146	94	121	43
M8Y62_14480	103	103	75	91	84	113	230	158	143	59	47	47
M8Y62_14485	307	351	409	215	205	205	682	495	351	125	100	39
M8Y62_14490	129	160	150	115	102	103	246	199	130	115	110	54
M8Y62_14495	273	336	425	557	570	648	607	425	327	363	393	167
M8Y62_14500	505	556	705	4579	4763	4307	907	650	693	7123	7004	3985
M8Y62_14505	131	148	146	407	395	384	526	341	416	461	488	245
M8Y62_14510	114	112	105	98	104	141	248	168	176	114	107	186
M8Y62_14515	4	3	4	5	4	8	6	12	10	6	5	2
M8Y62_14520	302	285	298	442	369	478	667	461	502	310	376	345
M8Y62_14525	18	15	19	38	21	16	52	33	24	18	17	12
M8Y62_14530	15	20	10	32	16	12	54	49	41	28	19	12
M8Y62_14535	9	15	13	15	5	14	69	55	46	12	9	11
M8Y62_14540	14	15	13	15	11	23	111	50	83	23	8	13
M8Y62_14545	3	8	8	11	11	11	74	40	68	17	16	38
M8Y62_14550	8	7	14	11	14	19	90	54	71	11	32	136
M8Y62_14555	8	15	13	32	44	66	133	76	106	54	86	402
M8Y62_14560	2	2	1	1	3	1	2	2	1	6	5	15
M8Y62_14565	2453	3055	3796	6321	6979	7589	7875	5680	5691	6222	6843	12439
M8Y62_14570	90	88	65	104	118	123	174	136	145	143	223	627
M8Y62_14575	46	31	41	45	47	42	68	60	50	50	64	62
M8Y62_14580	76	86	108	66	79	99	363	248	297	48	54	42
M8Y62_14585	57	67	92	40	59	80	347	308	309	54	55	57
M8Y62_14590	43	36	64	17	11	24	140	120	136	9	11	26
M8Y62_14595	72	78	59	37	37	56	281	180	157	29	20	26
M8Y62_14600	127	122	98	64	59	95	227	167	182	61	84	60
M8Y62_14605	4444	5010	4797	2504	2450	2505	6269	4736	4145	1272	1400	799
M8Y62_14610	176	253	264	289	289	208	552	508	343	229	264	218
M8Y62_14615	104	180	179	244	209	218	405	294	212	196	219	147
M8Y62_14620	234	290	374	610	561	509	977	737	597	539	591	379
M8Y62_14625	183	231	220	270	224	220	666	475	407	158	162	117
M8Y62_14630	74	103	63	48	47	68	250	192	164	20	53	47
M8Y62_14635	39	44	29	18	30	32	116	81	83	15	18	32
M8Y62_14640	9	9	2	3	2	7	36	22	13	4	0	3
M8Y62_14645	12	10	16	8	9	8	76	51	35	8	4	2
M8Y62_14650	15	18	10	8	10	3	81	43	56	10	4	6
M8Y62_14655	4	5	13	3	4	3	27	29	31	2	8	2
M8Y62_14660	14	14	11	9	3	7	77	52	53	2	1	8
M8Y62_14665	6	6	5	4	1	4	28	16	19	0	3	2
M8Y62_14670	3	7	5	1	4	3	43	31	35	4	1	2
M8Y62_14675	16	10	13	2	6	3	23	14	16	3	2	11
M8Y62_14680	22	10	13	4	3	9	57	37	47	0	8	15
M8Y62_14685	154	138	128	61	89	93	294	179	177	55	72	126
M8Y62_14690	167	181	148	192	159	167	374	277	290	207	235	83
M8Y62_14695	148	117	144	155	194	181	330	288	299	116	115	114
M8Y62_14700	246	308	320	629	620	687	828	715	693	616	684	742
M8Y62_14705	242	291	374	991	759	758	1414	1284	1030	563	785	238
M8Y62_14710	152	140	135	167	205	268	267	188	285	134	156	630
M8Y62_14715	48	40	36	32	19	24	79	65	57	23	33	38
M8Y62_14720	39	35	46	17	15	24	48	45	32	23	28	35
M8Y62_14725	807	846	755	363	447	417	1770	1347	1221	308	364	278
M8Y62_14730	215	195	214	82	108	82	446	315	349	75	99	51
M8Y62_14735	453	524	521	759	876	829	2334	1576	1583	706	800	729
M8Y62_14740	217	222	312	51	90	80	487	325	337	83	87	88
M8Y62_14745	202	197	170	140	163	173	654	481	512	317	372	364
M8Y62_14750	1978	2412	2473	1649	1801	1676	4750	3672	3214	1072	1167	1547
M8Y62_14755	22	34	40	6	15	9	46	36	27	9	9	18
M8Y62_14760	39	20	27	22	27	25	52	27	23	47	38	42
M8Y62_14765	2299	2482	2854	4475	4935	4992	2416	1603	1271	5146	5828	4569
M8Y62_14770	650	768	832	387	418	458	1327	1028	907	412	379	180
M8Y62_14775	1002	1114	905	261	315	276	1419	1036	766	208	244	92
M8Y62_14780	238	220	227	277	298	301	596	396	417	330	386	438
M8Y62_14785	17	15	18	6	13	9	74	66	70	3	5	8
M8Y62_14790	66	69	58	44	42	39	589	482	490	42	41	32
M8Y62_14795	164	154	170	95	73	105	354	229	225	106	114	103
M8Y62_14800	17	25	17	14	17	5	51	31	14	25	30	6
M8Y62_14805	12	21	17	4	5	17	60	18	37	5	6	9
M8Y62_14810	59	57	59	27	37	43	114	71	64	30	44	29
M8Y62_14815	49	33	32	21	17	25	74	38	57	25	27	14
M8Y62_14820	19	22	14	7	12	8	47	33	32	6	2	8
M8Y62_14825	7	11	4	4	3	3	17	15	14	4	2	4
M8Y62_14830	12	9	16	4	5	3	22	13	8	13	10	5
M8Y62_14835	4	2	4	4	5	7	6	5	4	7	6	8
M8Y62_14840	12	7	8	7	9	6	31	23	23	5	7	2
M8Y62_14845	20	13	23	14	20	11	73	63	44	6	12	10
M8Y62_14850	76	56	77	63	64	74	223	144	126	41	66	53
M8Y62_14855	75	89	87	135	150	118	282	187	149	118	164	120
M8Y62_14860	121	109	131	125	112	118	235	153	179	85	80	75
M8Y62_14865	32	21	22	39	43	45	152	106	125	47	45	27
M8Y62_14870	112	109	74	165	136	157	284	207	214	188	246	206
M8Y62_14875	33	37	21	14	23	26	110	51	50	21	23	5
M8Y62_14880	8	8	7	4	1	4	24	15	15	10	2	3
M8Y62_14885	102	89	112	120	104	138	224	168	151	160	142	106
M8Y62_14890	51	41	50	34	45	31	129	76	86	16	22	7
M8Y62_14895	76	74	74	85	78	80	161	99	126	90	76	84
M8Y62_14900	38	53	34	103	111	110	351	237	313	142	139	139
M8Y62_14905	8	9	10	14	8	11	44	25	23	10	6	1
M8Y62_14910	11	12	15	10	7	6	25	15	13	11	4	3
M8Y62_14915	19	21	20	12	30	10	31	27	20	26	15	18
M8Y62_14920	39	38	48	19	14	22	83	40	54	24	18	14
M8Y62_14925	15	16	15	8	13	7	20	12	16	11	11	10
M8Y62_14935	72	67	70	26	26	32	105	85	64	24	23	36
M8Y62_14940	181	187	192	132	150	166	394	226	198	181	189	172
M8Y62_14945	26	16	15	9	14	60	21	15	15	24	28	16
M8Y62_14950	7	3	0	3	2	0	4	2	2	6	9	4
M8Y62_14955	11	14	7	8	3	5	7	3	7	5	6	12
M8Y62_14965	5	10	2	10	12	5	6	5	8	12	13	18
M8Y62_14970	20	28	14	33	33	33	40	15	26	46	46	26
M8Y62_14975	2	1	0	3	3	5	2	3	1	1	6	4
M8Y62_14980	54	42	34	13	19	23	65	44	33	24	18	18
M8Y62_14985	38	50	38	18	14	15	73	68	48	13	8	8
M8Y62_14990	84	79	62	39	60	47	34	15	29	45	50	63
M8Y62_14995	19	17	12	9	10	17	21	17	13	1	2	4
M8Y62_15000	3	5	6	0	2	1	4	2	2	0	3	0
M8Y62_15005	17	22	13	2	9	4	13	12	18	9	10	7
M8Y62_15010	31	19	27	15	12	14	32	24	13	12	12	7
M8Y62_15015	13	16	17	10	10	14	8	4	6	12	16	16
M8Y62_15020	168	188	155	225	250	262	297	237	227	232	224	355
M8Y62_15025	267	307	279	558	682	578	301	177	196	503	484	561
M8Y62_15030	32	32	28	21	23	19	44	39	35	27	29	22
M8Y62_15035	162	141	188	140	176	156	260	201	156	137	152	79
M8Y62_15040	14161	16279	15165	5100	6184	6567	11718	8363	6205	6316	5076	4376
M8Y62_15045	4681	5110	4608	1103	1284	1341	5971	4567	3650	625	638	411
M8Y62_15050	310	272	264	67	58	55	450	294	216	66	73	43
M8Y62_15055	304	270	283	120	128	108	593	394	287	158	171	146
M8Y62_15060	53	67	106	50	45	51	242	176	128	75	70	70
M8Y62_15065	53	59	78	61	65	50	172	97	68	70	70	31
M8Y62_15070	166	185	197	101	121	117	295	227	193	135	157	61
M8Y62_15075	147	140	183	86	116	78	253	214	171	49	81	64
M8Y62_15080	393	507	597	333	297	268	506	431	341	270	286	199
M8Y62_15085	295	344	399	186	144	157	352	304	225	67	74	33
